pokemon_key,form_key,ability_key,ability_name,ability_description,is_hidden,slot
leavanny,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,2
leavanny,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
venipede,default,poison-point,どくのトゲ,"自分に 触った 相手を どく状態に することがある。",0,1
venipede,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,2
venipede,default,speed-boost,かそく,"毎ターン 素早さが 上がる。",1,3
whirlipede,default,poison-point,どくのトゲ,"自分に 触った 相手を どく状態に することがある。",0,1
whirlipede,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,2
whirlipede,default,speed-boost,かそく,"毎ターン 素早さが 上がる。",1,3
scolipede,default,poison-point,どくのトゲ,"自分に 触った 相手を どく状態に することがある。",0,1
scolipede,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,2
scolipede,default,speed-boost,かそく,"毎ターン 素早さが 上がる。",1,3
cottonee,default,prankster,いたずらごころ,"変化技を 先制で 出すことが できる。",0,1
cottonee,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",0,2
cottonee,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",1,3
whimsicott,default,prankster,いたずらごころ,"変化技を 先制で 出すことが できる。",0,1
whimsicott,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",0,2
whimsicott,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",1,3
petilil,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
petilil,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,2
petilil,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",1,3
lilligant,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
lilligant,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,2
lilligant,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",1,3
lilligant,hisui,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
lilligant,hisui,hustle,はりきり,"自分の 攻撃が 高くなるが 命中率が 下がる。",0,2
lilligant,hisui,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",1,3
basculin,default,reckless,すてみ,"反動で ダメージを 受ける 技の 威力が 上がる。",0,1
basculin,default,adaptability,てきおうりょく,"自分と おなじ タイプの 技の 威力が 上がる。",0,2
basculin,default,mold-breaker,かたやぶり,"相手の 特性に ジャマされる ことなく 相手に 技を 出すことが できる。",1,3
basculin,blue-striped,rock-head,いしあたま,"反動を 受ける 技を 出しても ＨＰが 減らない。",0,1
basculin,blue-striped,adaptability,てきおうりょく,"自分と おなじ タイプの 技の 威力が 上がる。",0,2
basculin,blue-striped,mold-breaker,かたやぶり,"相手の 特性に ジャマされる ことなく 相手に 技を 出すことが できる。",1,3
basculin,white-striped,rattled,びびり,"あくタイプと ゴーストタイプと むしタイプの 技を 受けると びびって 素早さが 上がる。",0,1
basculin,white-striped,adaptability,てきおうりょく,"自分と おなじ タイプの 技の 威力が 上がる。",0,2
basculin,white-striped,mold-breaker,かたやぶり,"相手の 特性に ジャマされる ことなく 相手に 技を 出すことが できる。",1,3
sandile,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",0,1
sandile,default,moxie,じしんかじょう,"相手を 倒すと 自信が ついて 攻撃が 上がる。",0,2
sandile,default,anger-point,いかりのつぼ,"急所に 攻撃が 当たると 怒りくるって 攻撃力が 最大に なる。",1,3
krokorok,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",0,1
krokorok,default,moxie,じしんかじょう,"相手を 倒すと 自信が ついて 攻撃が 上がる。",0,2
krokorok,default,anger-point,いかりのつぼ,"急所に 攻撃が 当たると 怒りくるって 攻撃力が 最大に なる。",1,3
krookodile,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",0,1
krookodile,default,moxie,じしんかじょう,"相手を 倒すと 自信が ついて 攻撃が 上がる。",0,2
krookodile,default,anger-point,いかりのつぼ,"急所に 攻撃が 当たると 怒りくるって 攻撃力が 最大に なる。",1,3
darumaka,default,hustle,はりきり,"自分の 攻撃が 高くなるが 命中率が 下がる。",0,1
darumaka,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
darumaka,galar,hustle,はりきり,"自分の 攻撃が 高くなるが 命中率が 下がる。",0,1
darumaka,galar,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
darmanitan,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",0,1
darmanitan,default,zen-mode,ダルマモード,"ＨＰが 半分 以下に なると 姿が 変化する。",1,3
darmanitan,zen,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",0,1
darmanitan,zen,zen-mode,ダルマモード,"ＨＰが 半分 以下に なると 姿が 変化する。",1,3
darmanitan,galar-standard,gorilla-tactics,ごりむちゅう,"攻撃は 上がるが 最初に 選んだ 技しか 出せなくなる。",0,1
darmanitan,galar-standard,zen-mode,ダルマモード,"ＨＰが 半分 以下に なると 姿が 変化する。",1,3
darmanitan,galar-zen,gorilla-tactics,ごりむちゅう,"攻撃は 上がるが 最初に 選んだ 技しか 出せなくなる。",0,1
darmanitan,galar-zen,zen-mode,ダルマモード,"ＨＰが 半分 以下に なると 姿が 変化する。",1,3
maractus,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",0,1
maractus,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,2
maractus,default,storm-drain,よびみず,"みずタイプの 技を 自分に よせつけ ダメージは 受けずに 特攻が 上がる。",1,3
dwebble,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,1
dwebble,default,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,2
dwebble,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
crustle,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,1
crustle,default,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,2
crustle,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
scraggy,default,shed-skin,だっぴ,"体の 皮を 脱ぎ捨てることで 状態異常を 治すことが ある。",0,1
scraggy,default,moxie,じしんかじょう,"相手を 倒すと 自信が ついて 攻撃が 上がる。",0,2
scraggy,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",1,3
scrafty,default,shed-skin,だっぴ,"体の 皮を 脱ぎ捨てることで 状態異常を 治すことが ある。",0,1
scrafty,default,moxie,じしんかじょう,"相手を 倒すと 自信が ついて 攻撃が 上がる。",0,2
scrafty,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",1,3
sigilyph,default,wonder-skin,ミラクルスキン,"変化技を 受けにくい 体に なっている。",0,1
sigilyph,default,magic-guard,マジックガード,"攻撃 以外では ダメージを 受けない。",0,2
sigilyph,default,tinted-lens,いろめがね,"効果が いまひとつの 技を 通常の 威力で 出すことが できる。",1,3
yamask,default,mummy,ミイラ,"相手に 触られると 相手を ミイラに してしまう。",0,1
yamask,galar,wandering-spirit,さまようたましい,"接触する 技で 攻撃 してきた ポケモンと 特性を 入れ替える。",0,1
cofagrigus,default,mummy,ミイラ,"相手に 触られると 相手を ミイラに してしまう。",0,1
tirtouga,default,solid-rock,ハードロック,"効果バツグンに なってしまう 攻撃の 威力を 弱める ことが できる。",0,1
tirtouga,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,2
tirtouga,default,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",1,3
carracosta,default,solid-rock,ハードロック,"効果バツグンに なってしまう 攻撃の 威力を 弱める ことが できる。",0,1
carracosta,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,2
carracosta,default,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",1,3
archen,default,defeatist,よわき,"ＨＰが 半分に なると 弱気に なって 攻撃と 特攻が 半減する。",0,1
archeops,default,defeatist,よわき,"ＨＰが 半分に なると 弱気に なって 攻撃と 特攻が 半減する。",0,1
trubbish,default,stench,あくしゅう,"臭い においを 放つことによって 攻撃した ときに 相手を ひるませることが ある。",0,1
trubbish,default,sticky-hold,ねんちゃく,"粘着質の 体に 道具が くっついているため 相手に 道具を 奪われない。",0,2
trubbish,default,aftermath,ゆうばく,"ひんしに なったとき 触った 相手に ダメージを あたえる。",1,3
garbodor,default,stench,あくしゅう,"臭い においを 放つことによって 攻撃した ときに 相手を ひるませることが ある。",0,1
garbodor,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",0,2
garbodor,default,aftermath,ゆうばく,"ひんしに なったとき 触った 相手に ダメージを あたえる。",1,3
zorua,default,illusion,イリュージョン,"手持ちの いちばん うしろに いる ポケモンに なりきって 登場して 相手を 化かす。",0,1
zorua,hisui,illusion,イリュージョン,"手持ちの いちばん うしろに いる ポケモンに なりきって 登場して 相手を 化かす。",0,1
zoroark,default,illusion,イリュージョン,"手持ちの いちばん うしろに いる ポケモンに なりきって 登場して 相手を 化かす。",0,1
zoroark,hisui,illusion,イリュージョン,"手持ちの いちばん うしろに いる ポケモンに なりきって 登場して 相手を 化かす。",0,1
minccino,default,cute-charm,メロメロボディ,"自分に 触った 相手を メロメロに することが ある。",0,1
minccino,default,technician,テクニシャン,"威力が 低い 技の 威力を 高くして 攻撃できる。",0,2
minccino,default,skill-link,スキルリンク,"連続技を 使うと いつも 最高回数 出すことが できる。",1,3
cinccino,default,cute-charm,メロメロボディ,"自分に 触った 相手を メロメロに することが ある。",0,1
cinccino,default,technician,テクニシャン,"威力が 低い 技の 威力を 高くして 攻撃できる。",0,2
cinccino,default,skill-link,スキルリンク,"連続技を 使うと いつも 最高回数 出すことが できる。",1,3
gothita,default,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",0,1
gothita,default,competitive,かちき,"能力を 下げられると 特攻が ぐーんと 上がる。",0,2
gothita,default,shadow-tag,かげふみ,"相手の 影を 踏み 逃げたり 交代 できなくする。",1,3
gothorita,default,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",0,1
gothorita,default,competitive,かちき,"能力を 下げられると 特攻が ぐーんと 上がる。",0,2
gothorita,default,shadow-tag,かげふみ,"相手の 影を 踏み 逃げたり 交代 できなくする。",1,3
gothitelle,default,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",0,1
gothitelle,default,competitive,かちき,"能力を 下げられると 特攻が ぐーんと 上がる。",0,2
gothitelle,default,shadow-tag,かげふみ,"相手の 影を 踏み 逃げたり 交代 できなくする。",1,3
solosis,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",0,1
solosis,default,magic-guard,マジックガード,"攻撃 以外では ダメージを 受けない。",0,2
solosis,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
duosion,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",0,1
duosion,default,magic-guard,マジックガード,"攻撃 以外では ダメージを 受けない。",0,2
duosion,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
reuniclus,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",0,1
reuniclus,default,magic-guard,マジックガード,"攻撃 以外では ダメージを 受けない。",0,2
reuniclus,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
ducklett,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
ducklett,default,big-pecks,はとむね,"防御を 下げる 効果を 受けない。",0,2
ducklett,default,hydration,うるおいボディ,"天気が 雨のとき 状態異常が 治る。",1,3
swanna,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
swanna,default,big-pecks,はとむね,"防御を 下げる 効果を 受けない。",0,2
swanna,default,hydration,うるおいボディ,"天気が 雨のとき 状態異常が 治る。",1,3
vanillite,default,ice-body,アイスボディ,"天気が あられのとき ＨＰを 少しずつ 回復 する。",0,1
vanillite,default,snow-cloak,ゆきがくれ,"天気が あられのとき 回避率が 上がる。",0,2
vanillite,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
vanillish,default,ice-body,アイスボディ,"天気が あられのとき ＨＰを 少しずつ 回復 する。",0,1
vanillish,default,snow-cloak,ゆきがくれ,"天気が あられのとき 回避率が 上がる。",0,2
vanillish,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
vanilluxe,default,ice-body,アイスボディ,"天気が あられのとき ＨＰを 少しずつ 回復 する。",0,1
vanilluxe,default,snow-warning,ゆきふらし,"登場 したときに 天気を あられに する。",0,2
vanilluxe,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
deerling,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
deerling,default,sap-sipper,そうしょく,"くさタイプの 技を 受けると ダメージを 受けずに 攻撃が 上がる。",0,2
deerling,default,serene-grace,てんのめぐみ,"天の恵みの おかげで 技の 追加効果が でやすい。",1,3
sawsbuck,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
sawsbuck,default,sap-sipper,そうしょく,"くさタイプの 技を 受けると ダメージを 受けずに 攻撃が 上がる。",0,2
sawsbuck,default,serene-grace,てんのめぐみ,"天の恵みの おかげで 技の 追加効果が でやすい。",1,3
emolga,default,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,1
emolga,default,motor-drive,でんきエンジン,"でんきタイプの 技を 受けると ダメージを 受けずに 素早さが 上がる。",1,3
karrablast,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
karrablast,default,shed-skin,だっぴ,"体の 皮を 脱ぎ捨てることで 状態異常を 治すことが ある。",0,2
karrablast,default,no-guard,ノーガード,"ノーガード戦法に よって お互いの 出す 技が かならず 当たる ようになる。",1,3
escavalier,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
escavalier,default,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,2
escavalier,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
foongus,default,effect-spore,ほうし,"攻撃で 自分に 触れた 相手を どくや まひや ねむり状態に する ことがある。",0,1
foongus,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
amoonguss,default,effect-spore,ほうし,"攻撃で 自分に 触れた 相手を どくや まひや ねむり状態に する ことがある。",0,1
amoonguss,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
frillish,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",0,1
frillish,default,cursed-body,のろわれボディ,"攻撃を 受けると 相手の 技を かなしばり状態に することが ある。",0,2
frillish,default,damp,しめりけ,"あたりを 湿らせることに よって じばく などの 爆発する 技を だれも 使えなくなる。",1,3
jellicent,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",0,1
jellicent,default,cursed-body,のろわれボディ,"攻撃を 受けると 相手の 技を かなしばり状態に することが ある。",0,2
jellicent,default,damp,しめりけ,"あたりを 湿らせることに よって じばく などの 爆発する 技を だれも 使えなくなる。",1,3
alomomola,default,healer,いやしのこころ,"状態異常の 味方を たまに 治してあげる。",0,1
alomomola,default,hydration,うるおいボディ,"天気が 雨のとき 状態異常が 治る。",0,2
alomomola,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
joltik,default,compound-eyes,ふくがん,"複眼を 持っているため 技の 命中率が 上がる。",0,1
joltik,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",0,2
joltik,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",1,3
galvantula,default,compound-eyes,ふくがん,"複眼を 持っているため 技の 命中率が 上がる。",0,1
galvantula,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",0,2
galvantula,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",1,3
ferroseed,default,iron-barbs,てつのトゲ,"自分に 触った 相手に 鉄のトゲで ダメージを あたえる。",0,1
ferrothorn,default,iron-barbs,てつのトゲ,"自分に 触った 相手に 鉄のトゲで ダメージを あたえる。",0,1
ferrothorn,default,anticipation,きけんよち,"相手の 持つ 危険な 技を 察知する ことができる。",1,3
klink,default,plus,プラス,"プラスか マイナスの 特性を 持つ ポケモンが 仲間に いると 自分の 特攻が 上がる。",0,1
klink,default,minus,マイナス,"プラスか マイナスの 特性を 持つ ポケモンが 仲間に いると 自分の 特攻が 上がる。",0,2
klink,default,clear-body,クリアボディ,"相手の 技や 特性で 能力を 下げられない。",1,3
klang,default,plus,プラス,"プラスか マイナスの 特性を 持つ ポケモンが 仲間に いると 自分の 特攻が 上がる。",0,1
klang,default,minus,マイナス,"プラスか マイナスの 特性を 持つ ポケモンが 仲間に いると 自分の 特攻が 上がる。",0,2
klang,default,clear-body,クリアボディ,"相手の 技や 特性で 能力を 下げられない。",1,3
klinklang,default,plus,プラス,"プラスか マイナスの 特性を 持つ ポケモンが 仲間に いると 自分の 特攻が 上がる。",0,1
klinklang,default,minus,マイナス,"プラスか マイナスの 特性を 持つ ポケモンが 仲間に いると 自分の 特攻が 上がる。",0,2
klinklang,default,clear-body,クリアボディ,"相手の 技や 特性で 能力を 下げられない。",1,3
tynamo,default,levitate,ふゆう,"地面から 浮くことによって じめんタイプの 技を 受けない。",0,1
eelektrik,default,levitate,ふゆう,"地面から 浮くことによって じめんタイプの 技を 受けない。",0,1
eelektross,default,levitate,ふゆう,"地面から 浮くことによって じめんタイプの 技を 受けない。",0,1
elgyem,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",0,1
elgyem,default,synchronize,シンクロ,"自分が なってしまった どくや まひや やけどを 相手に うつす。",0,2
elgyem,default,analytic,アナライズ,"いちばん 最後に 技を 出すと 技の 威力が 上がる。",1,3
beheeyem,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",0,1
beheeyem,default,synchronize,シンクロ,"自分が なってしまった どくや まひや やけどを 相手に うつす。",0,2
beheeyem,default,analytic,アナライズ,"いちばん 最後に 技を 出すと 技の 威力が 上がる。",1,3
litwick,default,flash-fire,もらいび,"ほのおタイプの 技を 受けると 炎を もらい 自分が 出す ほのおタイプの 技が 強くなる。",0,1
litwick,default,flame-body,ほのおのからだ,"自分に 触った 相手を やけど状態に する ことがある。",0,2
litwick,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",1,3
lampent,default,flash-fire,もらいび,"ほのおタイプの 技を 受けると 炎を もらい 自分が 出す ほのおタイプの 技が 強くなる。",0,1
lampent,default,flame-body,ほのおのからだ,"自分に 触った 相手を やけど状態に する ことがある。",0,2
lampent,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",1,3
chandelure,default,flash-fire,もらいび,"ほのおタイプの 技を 受けると 炎を もらい 自分が 出す ほのおタイプの 技が 強くなる。",0,1
chandelure,default,flame-body,ほのおのからだ,"自分に 触った 相手を やけど状態に する ことがある。",0,2
chandelure,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",1,3
chandelure,mega,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",0,1
axew,default,rivalry,とうそうしん,"性別が 同じだと 闘争心を 燃やして 強くなる。 性別が 違うと 弱くなる。",0,1
axew,default,mold-breaker,かたやぶり,"相手の 特性に ジャマされる ことなく 相手に 技を 出すことが できる。",0,2
axew,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",1,3
fraxure,default,rivalry,とうそうしん,"性別が 同じだと 闘争心を 燃やして 強くなる。 性別が 違うと 弱くなる。",0,1
fraxure,default,mold-breaker,かたやぶり,"相手の 特性に ジャマされる ことなく 相手に 技を 出すことが できる。",0,2
fraxure,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",1,3
haxorus,default,rivalry,とうそうしん,"性別が 同じだと 闘争心を 燃やして 強くなる。 性別が 違うと 弱くなる。",0,1
haxorus,default,mold-breaker,かたやぶり,"相手の 特性に ジャマされる ことなく 相手に 技を 出すことが できる。",0,2
haxorus,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",1,3
cubchoo,default,snow-cloak,ゆきがくれ,"天気が あられのとき 回避率が 上がる。",0,1
cubchoo,default,slush-rush,ゆきかき,"天気が あられ のとき 素早さが 上がる。",0,2
cubchoo,default,rattled,びびり,"あくタイプと ゴーストタイプと むしタイプの 技を 受けると びびって 素早さが 上がる。",1,3
beartic,default,snow-cloak,ゆきがくれ,"天気が あられのとき 回避率が 上がる。",0,1
beartic,default,slush-rush,ゆきかき,"天気が あられ のとき 素早さが 上がる。",0,2
beartic,default,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",1,3
cryogonal,default,levitate,ふゆう,"地面から 浮くことによって じめんタイプの 技を 受けない。",0,1
shelmet,default,hydration,うるおいボディ,"天気が 雨のとき 状態異常が 治る。",0,1
shelmet,default,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,2
shelmet,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
accelgor,default,hydration,うるおいボディ,"天気が 雨のとき 状態異常が 治る。",0,1
accelgor,default,sticky-hold,ねんちゃく,"粘着質の 体に 道具が くっついているため 相手に 道具を 奪われない。",0,2
accelgor,default,unburden,かるわざ,"持っていた 道具が なくなると 素早さが 上がる。",1,3
stunfisk,default,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,1
stunfisk,default,limber,じゅうなん,"柔軟な 体によって まひ状態に ならない。",0,2
stunfisk,default,sand-veil,すながくれ,"砂あらしの とき 回避率が 上がる。",1,3
stunfisk,galar,mimicry,ぎたい,"フィールドの 状態に あわせて ポケモンの タイプが 変わる。",0,1
mienfoo,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,1
mienfoo,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",0,2
mienfoo,default,reckless,すてみ,"反動で ダメージを 受ける 技の 威力が 上がる。",1,3
mienshao,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,1
mienshao,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",0,2
mienshao,default,reckless,すてみ,"反動で ダメージを 受ける 技の 威力が 上がる。",1,3
druddigon,default,rough-skin,さめはだ,"攻撃を 受けたとき 自分に 触れた 相手を ざらざらの 肌で キズつける。",0,1
druddigon,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",0,2
druddigon,default,mold-breaker,かたやぶり,"相手の 特性に ジャマされる ことなく 相手に 技を 出すことが できる。",1,3
golett,default,iron-fist,てつのこぶし,"パンチを 使う 技の 威力が 上がる。",0,1
golett,default,klutz,ぶきよう,"持っている 道具を 使うことが できない。",0,2
golett,default,no-guard,ノーガード,"ノーガード戦法に よって お互いの 出す 技が かならず 当たる ようになる。",1,3
golurk,default,iron-fist,てつのこぶし,"パンチを 使う 技の 威力が 上がる。",0,1
golurk,default,klutz,ぶきよう,"持っている 道具を 使うことが できない。",0,2
golurk,default,no-guard,ノーガード,"ノーガード戦法に よって お互いの 出す 技が かならず 当たる ようになる。",1,3
golurk,mega,unseen-fist,ふかしのこぶし,"相手に 接触する 技なら 守りの 効果を 無視して 攻撃することが できる。",0,1
pawniard,default,defiant,まけんき,"能力を 下げられると 攻撃が ぐーんと 上がる。",0,1
pawniard,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,2
pawniard,default,pressure,プレッシャー,"プレッシャーを あたえて 相手の 使う 技の ＰＰを 多く 減らす。",1,3
bisharp,default,defiant,まけんき,"能力を 下げられると 攻撃が ぐーんと 上がる。",0,1
bisharp,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,2
bisharp,default,pressure,プレッシャー,"プレッシャーを あたえて 相手の 使う 技の ＰＰを 多く 減らす。",1,3
bouffalant,default,reckless,すてみ,"反動で ダメージを 受ける 技の 威力が 上がる。",0,1
bouffalant,default,sap-sipper,そうしょく,"くさタイプの 技を 受けると ダメージを 受けずに 攻撃が 上がる。",0,2
bouffalant,default,soundproof,ぼうおん,"音を 遮断 することに よって 音の 攻撃を 受けない。",1,3
rufflet,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
rufflet,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",0,2
rufflet,default,hustle,はりきり,"自分の 攻撃が 高くなるが 命中率が 下がる。",1,3
braviary,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
braviary,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",0,2
braviary,default,defiant,まけんき,"能力を 下げられると 攻撃が ぐーんと 上がる。",1,3
braviary,hisui,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
braviary,hisui,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",0,2
braviary,hisui,tinted-lens,いろめがね,"効果が いまひとつの 技を 通常の 威力で 出すことが できる。",1,3
vullaby,default,big-pecks,はとむね,"防御を 下げる 効果を 受けない。",0,1
vullaby,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",0,2
vullaby,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
mandibuzz,default,big-pecks,はとむね,"防御を 下げる 効果を 受けない。",0,1
mandibuzz,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",0,2
mandibuzz,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
