national_dex_number,form_order,key,form_key,name,kana,type1,type2,h,a,b,c,d,s,image_url
515,0,panpour,default,ヒヤップ,ひやっぷ,みず,,50,53,48,53,48,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
516,0,simipour,default,ヒヤッキー,ひやっきー,みず,,75,98,63,98,63,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
517,0,munna,default,ムンナ,むんな,エスパー,,76,25,45,67,55,24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
518,0,musharna,default,ムシャーナ,むしゃーな,エスパー,,116,55,85,107,95,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
519,0,pidove,default,マメパト,まめぱと,ノーマル,ひこう,50,55,50,36,30,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
520,0,tranquill,default,ハトーボー,はとーぼー,ノーマル,ひこう,62,77,62,50,42,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
521,0,unfezant,default,ケンホロウ,けんほろう,ノーマル,ひこう,80,115,80,65,55,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
522,0,blitzle,default,シママ,しまま,でんき,,45,60,32,50,32,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
523,0,zebstrika,default,ゼブライカ,ぜぶらいか,でんき,,75,100,63,80,63,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
524,0,roggenrola,default,ダンゴロ,だんごろ,いわ,,55,75,85,25,25,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
525,0,boldore,default,ガントル,がんとる,いわ,,70,105,105,50,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
526,0,gigalith,default,ギガイアス,ぎがいあす,いわ,,85,135,130,60,80,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
527,0,woobat,default,コロモリ,ころもり,エスパー,ひこう,65,45,43,55,43,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png
528,0,swoobat,default,ココロモリ,こころもり,エスパー,ひこう,67,57,55,77,55,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png
529,0,drilbur,default,モグリュー,もぐりゅー,じめん,,60,85,40,30,45,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
530,0,excadrill,default,ドリュウズ,どりゅうず,じめん,はがね,110,135,60,50,65,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
530,1,excadrill,mega,ドリュウズ（メガシンカ）,どりゅうず（めがしんか）,じめん,はがね,110,165,100,65,65,103,
531,0,audino,default,タブンネ,たぶんね,ノーマル,,103,60,86,60,86,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png
531,1,audino,mega,タブンネ（メガシンカ）,たぶんね（めがしんか）,ノーマル,フェアリー,103,60,126,80,126,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10069.png
532,0,timburr,default,ドッコラー,どっこらー,かくとう,,75,80,55,25,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png
533,0,gurdurr,default,ドテッコツ,どてっこつ,かくとう,,85,105,85,40,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
534,0,conkeldurr,default,ローブシン,ろーぶしん,かくとう,,105,140,95,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png
535,0,tympole,default,オタマロ,おたまろ,みず,,50,50,40,50,40,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png
536,0,palpitoad,default,ガマガル,がまがる,みず,じめん,75,65,55,65,55,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png
537,0,seismitoad,default,ガマゲロゲ,がまげろげ,みず,じめん,105,95,75,85,75,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png
538,0,throh,default,ナゲキ,なげき,かくとう,,120,100,85,30,85,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png
539,0,sawk,default,ダゲキ,だげき,かくとう,,75,125,75,30,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png
540,0,sewaddle,default,クルミル,くるみる,むし,くさ,45,53,70,40,60,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png
541,0,swadloon,default,クルマユ,くるまゆ,むし,くさ,55,63,90,50,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png
542,0,leavanny,default,ハハコモリ,ははこもり,むし,くさ,75,103,80,70,80,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png
543,0,venipede,default,フシデ,ふしで,むし,どく,30,45,59,30,39,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png
544,0,whirlipede,default,ホイーガ,ほいーが,むし,どく,40,55,99,40,79,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png
545,0,scolipede,default,ペンドラー,ぺんどらー,むし,どく,60,100,89,55,69,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png
545,1,scolipede,mega,ペンドラー（メガシンカ）,ぺんどらー（めがしんか）,むし,どく,60,140,149,75,99,62,
546,0,cottonee,default,モンメン,もんめん,くさ,フェアリー,40,27,60,37,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png
547,0,whimsicott,default,エルフーン,えるふーん,くさ,フェアリー,60,67,85,77,75,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png
548,0,petilil,default,チュリネ,ちゅりね,くさ,,45,35,50,70,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png
549,0,lilligant,default,ドレディア,どれでぃあ,くさ,,70,60,75,110,75,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png
549,1,lilligant,hisui,ドレディア（ヒスイのすがた）,どれでぃあ（ひすいのすがた）,くさ,かくとう,70,105,75,50,75,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10237.png
550,0,basculin,default,バスラオ,ばすらお,みず,,70,92,65,80,55,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png
550,1,basculin,blue-striped,バスラオ（blue-striped）,ばすらお（blue-striped）,みず,,70,92,65,80,55,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png
550,2,basculin,white-striped,バスラオ（white-striped）,ばすらお（white-striped）,みず,,70,92,65,80,55,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10247.png
551,0,sandile,default,メグロコ,めぐろこ,じめん,あく,50,72,35,35,35,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png
552,0,krokorok,default,ワルビル,わるびる,じめん,あく,60,82,45,45,45,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png
553,0,krookodile,default,ワルビアル,わるびある,じめん,あく,95,117,80,65,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png
554,0,darumaka,default,ダルマッカ,だるまっか,ほのお,,70,90,45,15,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
554,1,darumaka,galar,ダルマッカ（ガラルのすがた）,だるまっか（がらるのすがた）,こおり,,70,90,45,15,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10176.png
555,0,darmanitan,default,ヒヒダルマ,ひひだるま,ほのお,,105,140,55,30,55,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png
555,1,darmanitan,zen,ヒヒダルマ（zen）,ひひだるま（zen）,ほのお,エスパー,105,30,105,140,105,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png
555,2,darmanitan,galar-standard,ヒヒダルマ（galar-standard）,ひひだるま（galar-standard）,こおり,,105,140,55,30,55,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10177.png
555,3,darmanitan,galar-zen,ヒヒダルマ（galar-zen）,ひひだるま（galar-zen）,こおり,ほのお,105,160,55,30,55,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10178.png
556,0,maractus,default,マラカッチ,まらかっち,くさ,,75,86,67,106,67,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png
557,0,dwebble,default,イシズマイ,いしずまい,むし,いわ,50,65,85,35,35,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
558,0,crustle,default,イワパレス,いわぱれす,むし,いわ,70,105,125,65,75,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png
559,0,scraggy,default,ズルッグ,ずるっぐ,あく,かくとう,50,75,70,35,70,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png
560,0,scrafty,default,ズルズキン,ずるずきん,あく,かくとう,65,90,115,45,115,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png
560,1,scrafty,mega,ズルズキン（メガシンカ）,ずるずきん（めがしんか）,あく,かくとう,65,130,135,55,135,68,
561,0,sigilyph,default,シンボラー,しんぼらー,エスパー,ひこう,72,58,80,103,80,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png
562,0,yamask,default,デスマス,ですます,ゴースト,,38,30,85,55,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png
562,1,yamask,galar,デスマス（ガラルのすがた）,ですます（がらるのすがた）,じめん,ゴースト,38,55,85,30,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10179.png
563,0,cofagrigus,default,デスカーン,ですかーん,ゴースト,,58,50,145,95,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png
564,0,tirtouga,default,プロトーガ,ぷろとーが,みず,いわ,54,78,103,53,45,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png
565,0,carracosta,default,アバゴーラ,あばごーら,みず,いわ,74,108,133,83,65,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png
566,0,archen,default,アーケン,あーけん,いわ,ひこう,55,112,45,74,45,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png
567,0,archeops,default,アーケオス,あーけおす,いわ,ひこう,75,140,65,112,65,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png
568,0,trubbish,default,ヤブクロン,やぶくろん,どく,,50,50,62,40,62,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png
569,0,garbodor,default,ダストダス,だすとだす,どく,,80,95,82,60,82,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
570,0,zorua,default,ゾロア,ぞろあ,あく,,40,65,40,80,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png
570,1,zorua,hisui,ゾロア（ヒスイのすがた）,ぞろあ（ひすいのすがた）,ノーマル,ゴースト,35,60,40,85,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10238.png
571,0,zoroark,default,ゾロアーク,ぞろあーく,あく,,60,105,60,120,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png
571,1,zoroark,hisui,ゾロアーク（ヒスイのすがた）,ぞろあーく（ひすいのすがた）,ノーマル,ゴースト,55,100,60,125,60,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10239.png
572,0,minccino,default,チラーミィ,ちらーみぃ,ノーマル,,55,50,40,40,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png
573,0,cinccino,default,チラチーノ,ちらちーの,ノーマル,,75,95,60,65,60,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png
574,0,gothita,default,ゴチム,ごちむ,エスパー,,45,30,50,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
575,0,gothorita,default,ゴチミル,ごちみる,エスパー,,60,45,70,75,85,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
576,0,gothitelle,default,ゴチルゼル,ごちるぜる,エスパー,,70,55,95,95,110,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
577,0,solosis,default,ユニラン,ゆにらん,エスパー,,45,30,40,105,50,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png
578,0,duosion,default,ダブラン,だぶらん,エスパー,,65,40,50,125,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
579,0,reuniclus,default,ランクルス,らんくるす,エスパー,,110,65,75,125,85,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png
580,0,ducklett,default,コアルヒー,こあるひー,みず,ひこう,62,44,50,44,50,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
581,0,swanna,default,スワンナ,すわんな,みず,ひこう,75,87,63,87,63,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png
582,0,vanillite,default,バニプッチ,ばにぷっち,こおり,,36,50,50,65,60,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png
583,0,vanillish,default,バニリッチ,ばにりっち,こおり,,51,65,65,80,75,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png
584,0,vanilluxe,default,バイバニラ,ばいばにら,こおり,,71,95,85,110,95,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png
585,0,deerling,default,シキジカ,しきじか,ノーマル,くさ,60,60,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
586,0,sawsbuck,default,メブキジカ,めぶきじか,ノーマル,くさ,80,100,70,60,70,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png
587,0,emolga,default,エモンガ,えもんが,でんき,ひこう,55,75,60,75,60,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
588,0,karrablast,default,カブルモ,かぶるも,むし,,50,75,45,40,45,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png
589,0,escavalier,default,シュバルゴ,しゅばるご,むし,はがね,70,135,105,60,105,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
590,0,foongus,default,タマゲタケ,たまげたけ,くさ,どく,69,55,45,55,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
591,0,amoonguss,default,モロバレル,もろばれる,くさ,どく,114,85,70,85,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png
592,0,frillish,default,プルリル,ぷるりる,みず,ゴースト,55,40,50,65,85,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
593,0,jellicent,default,ブルンゲル,ぶるんげる,みず,ゴースト,100,60,70,85,105,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png
594,0,alomomola,default,ママンボウ,ままんぼう,みず,,165,75,80,40,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png
595,0,joltik,default,バチュル,ばちゅる,むし,でんき,50,47,50,57,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png
596,0,galvantula,default,デンチュラ,でんちゅら,むし,でんき,70,77,60,97,60,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
597,0,ferroseed,default,テッシード,てっしーど,くさ,はがね,44,50,91,24,86,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
598,0,ferrothorn,default,ナットレイ,なっとれい,くさ,はがね,74,94,131,54,116,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
599,0,klink,default,ギアル,ぎある,はがね,,40,55,70,45,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png
600,0,klang,default,ギギアル,ぎぎある,はがね,,60,80,95,70,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png
601,0,klinklang,default,ギギギアル,ぎぎぎある,はがね,,60,100,115,70,85,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png
602,0,tynamo,default,シビシラス,しびしらす,でんき,,35,55,40,45,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png
603,0,eelektrik,default,シビビール,しびびーる,でんき,,65,85,70,75,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
604,0,eelektross,default,シビルドン,しびるどん,でんき,,85,115,80,105,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png
604,1,eelektross,mega,シビルドン（メガシンカ）,しびるどん（めがしんか）,でんき,,85,145,80,135,90,80,
605,0,elgyem,default,リグレー,りぐれー,エスパー,,55,55,55,85,55,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png
606,0,beheeyem,default,オーベム,おーべむ,エスパー,,75,75,75,125,95,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png
607,0,litwick,default,ヒトモシ,ひともし,ゴースト,ほのお,50,30,55,65,55,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png
608,0,lampent,default,ランプラー,らんぷらー,ゴースト,ほのお,60,40,60,95,60,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png
609,0,chandelure,default,シャンデラ,しゃんでら,ゴースト,ほのお,60,55,90,145,90,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png
609,1,chandelure,mega,シャンデラ（メガシンカ）,しゃんでら（めがしんか）,ゴースト,ほのお,60,75,110,175,110,90,
610,0,axew,default,キバゴ,きばご,ドラゴン,,46,87,60,30,40,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png
611,0,fraxure,default,オノンド,おのんど,ドラゴン,,66,117,70,40,50,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png
612,0,haxorus,default,オノノクス,おののくす,ドラゴン,,76,147,90,60,70,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png
613,0,cubchoo,default,クマシュン,くましゅん,こおり,,55,70,40,60,40,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png
614,0,beartic,default,ツンベアー,つんべあー,こおり,,95,130,80,70,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png
615,0,cryogonal,default,フリージオ,ふりーじお,こおり,,80,50,50,95,135,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png
616,0,shelmet,default,チョボマキ,ちょぼまき,むし,,50,40,85,40,65,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png
617,0,accelgor,default,アギルダー,あぎるだー,むし,,80,70,40,100,60,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png
618,0,stunfisk,default,マッギョ,まっぎょ,じめん,でんき,109,66,84,81,99,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png
618,1,stunfisk,galar,マッギョ（ガラルのすがた）,まっぎょ（がらるのすがた）,じめん,はがね,109,81,99,66,84,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10180.png
619,0,mienfoo,default,コジョフー,こじょふー,かくとう,,45,85,50,55,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png
620,0,mienshao,default,コジョンド,こじょんど,かくとう,,65,125,60,95,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png
621,0,druddigon,default,クリムガン,くりむがん,ドラゴン,,77,120,90,60,90,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png
622,0,golett,default,ゴビット,ごびっと,じめん,ゴースト,59,74,50,35,50,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png
623,0,golurk,default,ゴルーグ,ごるーぐ,じめん,ゴースト,89,124,80,55,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png
623,1,golurk,mega,ゴルーグ（メガシンカ）,ごるーぐ（めがしんか）,じめん,ゴースト,89,159,105,70,105,55,
624,0,pawniard,default,コマタナ,こまたな,あく,はがね,45,85,70,40,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png
625,0,bisharp,default,キリキザン,きりきざん,あく,はがね,65,125,100,60,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png
626,0,bouffalant,default,バッフロン,ばっふろん,ノーマル,,95,110,95,40,95,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png
627,0,rufflet,default,ワシボン,わしぼん,ノーマル,ひこう,70,83,50,37,50,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png
628,0,braviary,default,ウォーグル,うぉーぐる,ノーマル,ひこう,100,123,75,57,75,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png
628,1,braviary,hisui,ウォーグル（ヒスイのすがた）,うぉーぐる（ひすいのすがた）,エスパー,ひこう,110,83,70,112,70,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10240.png
629,0,vullaby,default,バルチャイ,ばるちゃい,あく,ひこう,70,55,75,45,65,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png
630,0,mandibuzz,default,バルジーナ,ばるじーな,あく,ひこう,110,65,105,55,95,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png
631,0,heatmor,default,クイタラン,くいたらん,ほのお,,85,97,66,105,66,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
632,0,durant,default,アイアント,あいあんと,むし,はがね,58,109,112,48,48,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
633,0,deino,default,モノズ,ものず,あく,ドラゴン,52,65,50,45,50,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
634,0,zweilous,default,ジヘッド,じへっど,あく,ドラゴン,72,85,70,65,70,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png
635,0,hydreigon,default,サザンドラ,さざんどら,あく,ドラゴン,92,105,90,125,90,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png
636,0,larvesta,default,メラルバ,めらるば,むし,ほのお,55,85,55,50,55,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
637,0,volcarona,default,ウルガモス,うるがもす,むし,ほのお,85,60,65,135,105,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png
638,0,cobalion,default,コバルオン,こばるおん,はがね,かくとう,91,90,129,90,72,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
639,0,terrakion,default,テラキオン,てらきおん,いわ,かくとう,91,129,90,72,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png
640,0,virizion,default,ビリジオン,びりじおん,くさ,かくとう,91,90,72,90,129,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png
641,0,tornadus,default,トルネロス,とるねろす,ひこう,,79,115,70,125,80,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png
641,1,tornadus,therian,トルネロス（therian）,とるねろす（therian）,ひこう,,79,100,80,110,90,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png
642,0,thundurus,default,ボルトロス,ぼるとろす,でんき,ひこう,79,115,70,125,80,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png
642,1,thundurus,therian,ボルトロス（therian）,ぼるとろす（therian）,でんき,ひこう,79,105,70,145,80,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png
643,0,reshiram,default,レシラム,れしらむ,ドラゴン,ほのお,100,120,100,150,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png
644,0,zekrom,default,ゼクロム,ぜくろむ,ドラゴン,でんき,100,150,120,120,100,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png
645,0,landorus,default,ランドロス,らんどろす,じめん,ひこう,89,125,90,115,80,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
645,1,landorus,therian,ランドロス（therian）,らんどろす（therian）,じめん,ひこう,89,145,90,105,80,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png
646,0,kyurem,default,キュレム,きゅれむ,ドラゴン,こおり,125,130,90,130,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
646,1,kyurem,black,キュレム（black）,きゅれむ（black）,ドラゴン,こおり,125,170,100,120,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png
646,2,kyurem,white,キュレム（white）,きゅれむ（white）,ドラゴン,こおり,125,120,90,170,100,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png
647,0,keldeo,default,ケルディオ,けるでぃお,みず,かくとう,91,72,90,129,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
647,1,keldeo,resolute,ケルディオ（resolute）,けるでぃお（resolute）,みず,かくとう,91,72,90,129,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png
648,0,meloetta,default,メロエッタ,めろえった,ノーマル,エスパー,100,77,77,128,128,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
648,1,meloetta,pirouette,メロエッタ（pirouette）,めろえった（pirouette）,ノーマル,かくとう,100,128,90,77,77,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png
649,0,genesect,default,ゲノセクト,げのせくと,むし,はがね,71,120,95,120,95,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
650,0,chespin,default,ハリマロン,はりまろん,くさ,,56,61,65,48,45,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png
651,0,quilladin,default,ハリボーグ,はりぼーぐ,くさ,,61,78,95,56,58,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png
652,0,chesnaught,default,ブリガロン,ぶりがろん,くさ,かくとう,88,107,122,74,75,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png
652,1,chesnaught,mega,ブリガロン（メガシンカ）,ぶりがろん（めがしんか）,くさ,かくとう,88,137,172,74,115,44,
